4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-c-Kopplung-Schwebung- Kupfer
Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
								85,560	42,51	0,10	-0,33
								85,580	42,70	0,09	-0,22
								85,600	42,89	0,09	-0,10
								85,620	43,08	0,09	-0,21
								85,640	43,25	0,09	-0,21
								85,660	43,42	0,08	-0,21
								85,680	43,57	0,08	-0,21
								85,700	43,73	0,07	-0,32
								85,720	43,87	0,06	-0,33
								85,740	43,99	0,06	-0,21
								85,760	44,11	0,06	-0,22
								85,780	44,21	0,05	-0,10
								85,800	44,32	0,05	-0,20
								85,820	44,42	0,04	-0,44
								85,840	44,49	0,03	-0,33
								85,860	44,56	0,03	-0,21
								85,880	44,61	0,03	-0,21
								85,900	44,67	0,02	-0,21
								85,920	44,70	0,02	-0,21
								85,940	44,74	0,01	-0,21
								85,960	44,75	0,01	-0,21
								85,980	44,77	0,00	-0,32
								86,000	44,77	0,00	-0,34
								86,020	44,76	-0,01	-0,11
								86,040	44,74	-0,01	-0,09
								86,060	44,72	-0,01	-0,33
								86,080	44,69	-0,02	-0,23
								86,100	44,64	-0,02	0,01
								86,120	44,60	-0,02	-0,21
								86,140	44,55	-0,03	-0,34
								86,160	44,48	-0,03	-0,11
								86,180	44,41	-0,03	0,01
								86,200	44,35	-0,03	-0,10
								86,220	44,28	-0,04	-0,22
								86,240	44,19	-0,04	-0,11
								86,260	44,11	-0,04	0,01
								86,280	44,02	-0,04	-0,11
								86,300	43,94	-0,05	-0,11
								86,320	43,83	-0,05	0,01
								86,340	43,75	-0,05	-0,11
								86,360	43,64	-0,05	-0,11
								86,380	43,54	-0,05	4,24E-13
								86,400	43,44	-0,05	-0,01
								86,420	43,33	-0,05	0,11
								86,440	43,23	-0,05	0,12
								86,460	43,14	-0,05	-0,11
								86,480	43,04	-0,05	-0,12
								86,500	42,94	-0,05	0,11
								86,520	42,83	-0,05	0,11
								86,540	42,75	-0,05	-8,06E-13
								86,560	42,64	-0,05	-8,40E-13
								86,580	42,56	-0,05	-0,01
								86,600	42,45	-0,05	0,11
								86,620	42,37	-0,04	0,11
								86,640	42,28	-0,04	0,11
								86,660	42,20	-0,04	0,12
								86,680	42,13	-0,04	-0,11
								86,700	42,04	-0,04	-0,01
								86,720	41,95	-0,04	0,22
								86,740	41,89	-0,03	0,22
								86,760	41,82	-0,03	0,12
								86,780	41,77	-0,03	-0,11
								86,800	41,70	-0,03	-0,01
								86,820	41,63	-0,03	0,22
								86,840	41,58	-0,03	0,11
								86,860	41,52	-0,03	-0,01
								86,880	41,47	-0,03	0,11
								86,900	41,42	-0,02	0,11
								86,920	41,39	-0,02	-3,47E-14
								86,940	41,33	-0,02	-6,94E-14
								86,960	41,30	-0,02	-0,01
								86,980	41,25	-0,02	0,11
								87,000	41,21	-0,02	0,11
								87,020	41,18	-0,02	0,11
								87,040	41,14	-0,01	0,12
								87,060	41,13	-0,01	-0,11
								87,080	41,09	-0,02	-0,01
								87,100	41,06	-0,01	0,11
								87,120	41,04	-0,01	4,52E-14
								87,140	41,01	-0,01	0,01
								87,160	40,99	-0,01	-0,11
								87,180	40,96	-0,02	-0,01
								87,200	40,92	-0,01	0,12
								87,220	40,90	-0,01	-0,11
								87,240	40,87	-0,02	-0,01
								87,260	40,83	-0,01	0,11
								87,280	40,82	-0,01	-1,49E-13
								87,300	40,78	-0,01	0,01
								87,320	40,77	-0,01	-0,11
								87,340	40,73	-0,02	-0,11
								87,360	40,70	-0,02	-1,18E-13
								87,380	40,66	-0,02	0,01
								87,400	40,63	-0,02	-0,11
								87,420	40,60	-0,02	-0,12
								87,440	40,54	-0,02	0,11
								87,460	40,51	-0,02	0,11
								87,480	40,47	-0,02	0,01
								87,500	40,44	-0,02	-0,10
								87,520	40,41	-0,02	-0,22
								87,540	40,35	-0,03	-0,11
								87,560	40,30	-0,03	-0,01
								87,580	40,25	-0,03	0,11
								87,600	40,20	-0,02	0,12
								87,620	40,17	-0,02	-0,11
								87,640	40,11	-0,03	-0,11
								87,660	40,06	-0,03	0,00
								87,680	40,01	-0,03	0,00
								87,700	39,96	-0,03	1,95E-13
								87,720	39,91	-0,03	-0,01
								87,740	39,86	-0,03	0,11
								87,760	39,80	-0,02	0,11
								87,780	39,77	-0,02	3,47E-14
								87,800	39,72	-0,02	4,17E-13
								87,820	39,68	-0,02	-0,01
								87,840	39,63	-0,02	0,11
								87,860	39,60	-0,02	0,01
								87,880	39,56	-0,02	-0,12
								87,900	39,51	-0,02	0,10
								87,920	39,48	-0,02	0,22
								87,940	39,44	-0,01	0,22
								87,960	39,42	-0,01	0,11
								87,980	39,41	-0,01	-0,01
								88,000	39,39	-0,01	0,10
								88,020	39,37	0,00	0,22
								88,040	39,37	0,00	0,11
								88,060	39,37	0,00	-0,01
								88,080	39,37	-2,46E-4	0,10
								88,100	39,37	0,00	0,21
								88,120	39,39	0,01	0,21
								88,140	39,40	0,01	0,21
								88,160	39,44	0,02	0,21
								88,180	39,47	0,02	0,22
								88,200	39,52	0,03	0,11
								88,220	39,57	0,03	0,10
								88,240	39,62	0,03	0,22
								88,260	39,69	0,03	0,10
								88,280	39,76	0,03	0,21
								88,300	39,83	0,04	0,34
								88,320	39,93	0,05	-0,01
								88,340	40,02	0,04	0,09
								88,360	40,10	0,05	0,44
								88,380	40,22	0,06	0,23
								88,400	40,34	0,06	-0,01
								88,420	40,46	0,06	0,10
								88,440	40,58	0,06	0,21
								88,460	40,72	0,07	0,22
								88,480	40,86	0,07	0,11
								88,500	41,01	0,07	0,10
								88,520	41,15	0,08	0,22
								88,540	41,32	0,08	0,10
								88,560	41,48	0,08	0,21
								88,580	41,65	0,09	0,23
								88,600	41,84	0,09	-0,11
								88,620	42,01	0,09	-0,01
								88,640	42,18	0,09	0,22
								88,660	42,37	0,09	0,11
								88,680	42,56	0,09	1,65E-12
								88,700	42,75	0,09	1,71E-12
								88,720	42,94	0,09	-8,75E-13
								88,740	43,13	0,09	-8,05E-13
								88,760	43,31	0,09	8,75E-13
								88,780	43,50	0,09	0,01
								88,800	43,69	0,09	-0,11
								88,820	43,88	0,09	-0,11
								88,840	44,05	0,09	0,01
								88,860	44,24	0,09	-0,11
								88,880	44,42	0,09	-0,11
								88,900	44,59	0,09	-0,10
								88,920	44,76	0,08	-0,22
								88,940	44,92	0,08	-0,10
								88,960	45,07	0,08	-0,21
								88,980	45,23	0,07	-0,34
								89,000	45,35	0,06	-0,11
								89,020	45,49	0,06	-0,10
								89,040	45,61	0,06	-0,21
								89,060	45,73	0,06	-0,32
								89,080	45,83	0,05	-0,32
								89,100	45,92	0,04	-0,32
								89,120	46,01	0,03	-0,44
								89,140	46,06	0,03	-0,22
								89,160	46,11	0,03	-0,09
								89,180	46,16	0,02	-0,32
								89,200	46,20	0,01	-0,43
								89,220	46,22	0,00	-0,43
								89,240	46,22	0,00	-0,44
								89,260	46,20	-0,01	-0,33
								89,280	46,17	-0,02	-0,21
								89,300	46,13	-0,02	-0,32
								89,320	46,08	-0,03	-0,44
								89,340	46,02	-0,04	-0,32
								89,360	45,93	-0,04	-0,31
								89,380	45,85	-0,05	-0,54
								89,400	45,73	-0,06	-0,44
								89,420	45,59	-0,07	-0,22
								89,440	45,45	-0,07	-0,21
								89,460	45,30	-0,08	-0,32
								89,480	45,15	-0,09	-0,44
								89,500	44,96	-0,09	-0,32
								89,520	44,77	-0,10	-0,32
								89,540	44,56	-0,11	-0,33
								89,560	44,34	-0,11	-0,21
								89,580	44,12	-0,12	-0,32
								89,600	43,88	-0,12	-0,34
								89,620	43,62	-0,13	-0,10
								89,640	43,36	-0,13	-0,21
								89,660	43,10	-0,14	-0,34
								89,680	42,81	-0,14	-0,11
								89,700	42,54	-0,14	-0,10
								89,720	42,24	-0,15	-0,22
								89,740	41,95	-0,15	-0,11
								89,760	41,64	-0,15	0,01
								89,780	41,35	-0,15	-0,11
								89,800	41,04	-0,15	-0,11
								89,820	40,73	-0,15	-0,11
								89,840	40,42	-0,16	-0,12
								89,860	40,09	-0,16	0,11
								89,880	39,78	-0,15	0,11
								89,900	39,47	-0,16	0,11
								89,920	39,16	-0,15	0,11
								89,940	38,87	-0,15	-0,01
								89,960	38,56	-0,15	0,21
								89,980	38,27	-0,14	0,33
								90,000	37,99	-0,14	0,11
								90,020	37,72	-0,14	0,10
								90,040	37,44	-0,13	0,32
								90,060	37,18	-0,12	0,33
								90,080	36,94	-0,12	0,21
								90,100	36,70	-0,12	0,32
								90,120	36,47	-0,11	0,32
								90,140	36,27	-0,10	0,32
								90,160	36,06	-0,10	0,44
								90,180	35,89	-0,09	0,32
								90,200	35,72	-0,08	0,42
								90,220	35,56	-0,07	0,55
								90,240	35,44	-0,06	0,32
								90,260	35,32	-0,06	0,42
								90,280	35,21	-0,04	0,66
								90,300	35,14	-0,03	0,44
								90,320	35,09	-0,03	0,31
								90,340	35,04	-0,02	0,53
								90,360	35,02	0,00	0,65
								90,380	35,02	0,01	0,54
								90,400	35,05	0,02	0,42
								90,420	35,08	0,03	0,54
								90,440	35,15	0,04	0,54
								90,460	35,24	0,05	0,54
								90,480	35,34	0,06	0,54
								90,500	35,48	0,07	0,43
								90,520	35,61	0,08	0,43
								90,540	35,78	0,09	0,42
								90,560	35,95	0,09	0,54
								90,580	36,16	0,11	0,54
								90,600	36,38	0,12	0,43
								90,620	36,62	0,12	0,43
								90,640	36,88	0,13	0,43
								90,660	37,15	0,14	0,44
								90,680	37,44	0,15	0,32
								90,700	37,75	0,15	0,32
								90,720	38,06	0,16	0,44
								90,740	38,41	0,17	0,33
								90,760	38,75	0,18	0,21
								90,780	39,11	0,18	0,21
								90,800	39,47	0,18	0,32
								90,820	39,85	0,19	0,34
								90,840	40,24	0,20	0,01
								90,860	40,64	0,19	-0,13
								90,880	41,02	0,19	0,21
								90,900	41,41	0,20	0,34
								90,920	41,82	0,21	0,01
								90,940	42,24	0,20	-0,11
								90,960	42,63	0,20	-1,79E-12
								90,980	43,04	0,20	1,76E-12
								91,000	43,44	0,20	0,01
								91,020	43,85	0,20	-0,21
								91,040	44,25	0,19	-0,23
								91,060	44,63	0,19	0,01
								91,080	45,02	0,19	-0,20
								91,100	45,40	0,19	-0,44
								91,120	45,76	0,18	-0,34
								91,140	46,11	0,17	-0,10
								91,160	46,45	0,17	-0,20
								91,180	46,80	0,16	-0,43
								91,200	47,11	0,16	-0,43
								91,220	47,42	0,15	-0,43
								91,240	47,69	0,14	-0,43
								91,260	47,97	0,13	-0,42
								91,280	48,21	0,12	-0,54
								91,300	48,46	0,11	-0,44
								91,320	48,64	0,10	-0,29
								91,340	48,87	0,10	-0,75
								91,360	49,03	0,07	-0,77
								91,380	49,17	0,07	-0,43
								91,400	49,29	0,06	-0,41
								91,420	49,39	0,05	-0,64
								91,440	49,48	0,03	-0,77
								91,460	49,52	0,02	-0,54
								91,480	49,55	0,01	-0,53
								91,500	49,55	0,00	-0,64
								91,520	49,54	-0,02	-0,76
								91,540	49,49	-0,03	-0,67
								91,560	49,40	-0,04	-0,31
								91,580	49,32	-0,05	-0,51
								91,600	49,22	-0,06	-0,88
								91,620	49,07	-0,08	-0,65
								91,640	48,90	-0,09	-0,53
								91,660	48,71	-0,10	-0,65
								91,680	48,49	-0,12	-0,55
								91,700	48,25	-0,12	-0,43
								91,720	47,99	-0,13	-0,42
								91,740	47,72	-0,14	-0,54
								91,760	47,43	-0,15	-0,55
								91,780	47,10	-0,16	-0,42
								91,800	46,77	-0,17	-0,55
								91,820	46,41	-0,18	-0,45
								91,840	46,04	-0,19	-0,21
								91,860	45,66	-0,19	-0,32
								91,880	45,26	-0,20	-0,32
								91,900	44,85	-0,21	-0,32
								91,920	44,44	-0,21	-0,34
								91,940	43,99	-0,22	-0,10
								91,960	43,56	-0,22	-0,22
								91,980	43,12	-0,23	-0,23
								92,000	42,65	-0,23	0,01
								92,020	42,20	-0,23	-0,22
								92,040	41,74	-0,24	-0,13
								92,060	41,26	-0,23	0,23
								92,080	40,81	-0,23	0,01
								92,100	40,34	-0,23	-0,12
								92,120	39,88	-0,23	0,10
								92,140	39,41	-0,23	0,22
								92,160	38,97	-0,22	0,22
								92,180	38,52	-0,22	0,22
								92,200	38,09	-0,22	0,21
								92,220	37,66	-0,21	0,32
								92,240	37,24	-0,20	0,44
								92,260	36,85	-0,19	0,33
								92,280	36,47	-0,19	0,20
								92,300	36,09	-0,19	0,42
								92,320	35,72	-0,17	0,54
								92,340	35,40	-0,16	0,43
								92,360	35,07	-0,16	0,54
								92,380	34,78	-0,14	0,54
								92,400	34,50	-0,13	0,54
								92,420	34,24	-0,12	0,54
								92,440	34,02	-0,11	0,53
								92,460	33,79	-0,10	0,66
								92,480	33,62	-0,09	0,42
								92,500	33,44	-0,08	0,63
								92,520	33,29	-0,06	0,98
								92,540	33,20	-0,04	0,65
								92,560	33,11	-0,04	0,53
								92,580	33,06	-0,02	0,65
								92,600	33,02	-0,01	0,65
								92,620	33,02	0,00	0,64
								92,640	33,04	0,02	0,64
								92,660	33,09	0,03	0,64
								92,680	33,16	0,04	0,75
								92,700	33,26	0,06	0,76
								92,720	33,39	0,07	0,54
								92,740	33,55	0,08	0,53
								92,760	33,72	0,09	0,64
								92,780	33,92	0,11	0,64
								92,800	34,15	0,12	0,65
								92,820	34,40	0,13	0,54
								92,840	34,68	0,14	0,42
								92,860	34,97	0,15	0,53
								92,880	35,28	0,16	0,66
								92,900	35,62	0,18	0,43
								92,920	35,98	0,18	0,31
								92,940	36,34	0,19	0,54
								92,960	36,73	0,20	0,44
								92,980	37,15	0,21	0,21
								93,000	37,56	0,21	0,32
								93,020	37,99	0,22	0,33
								93,040	38,43	0,22	0,21
								93,060	38,88	0,23	0,21
								93,080	39,34	0,23	0,22
								93,100	39,81	0,24	0,11
								93,120	40,29	0,24	-0,01
								93,140	40,75	0,24	0,11
								93,160	41,23	0,24	0,11
								93,180	41,72	0,24	0,01
								93,200	42,20	0,24	-0,10
								93,220	42,68	0,24	-0,22
								93,240	43,14	0,23	-0,11
								93,260	43,61	0,23	-0,10
								93,280	44,07	0,23	-0,22
								93,300	44,52	0,22	-0,10
								93,320	44,97	0,22	-0,20
								93,340	45,42	0,22	-0,44
								93,360	45,83	0,21	-0,31
								93,380	46,24	0,20	-0,42
								93,400	46,64	0,19	-0,55
								93,420	47,00	0,18	-0,32
								93,440	47,36	0,18	-0,31
								93,460	47,71	0,17	-0,54
								93,480	48,04	0,16	-0,54
								93,500	48,33	0,15	-0,41
								93,520	48,62	0,14	-0,64
								93,540	48,88	0,12	-0,77
								93,560	49,11	0,11	-0,54
								93,580	49,32	0,10	-0,41
								93,600	49,51	0,09	-0,64
								93,620	49,68	0,07	-0,77
								93,640	49,80	0,06	-0,53
								93,660	49,93	0,05	-0,64
								93,680	50,01	0,04	-0,76
								93,700	50,07	0,02	-0,64
								93,720	50,10	0,01	-0,64
								93,740	50,10	0,00	-0,75
								93,760	50,09	-0,02	-0,77
								93,780	50,02	-0,03	-0,54
								93,800	49,96	-0,04	-0,53
								93,820	49,85	-0,05	-0,64
								93,840	49,74	-0,07	-0,76
								93,860	49,58	-0,09	-0,66
								93,880	49,39	-0,09	-0,42
								93,900	49,21	-0,10	-0,65
								93,920	48,99	-0,12	-0,66
								93,940	48,73	-0,13	-0,42
								93,960	48,47	-0,14	-0,54
								93,980	48,18	-0,15	-0,55
								94,000	47,87	-0,16	-0,43
								94,020	47,55	-0,17	-0,44
								94,040	47,20	-0,18	-0,32
								94,060	46,84	-0,18	-0,32
								94,080	46,48	-0,19	-0,44
								94,100	46,09	-0,20	-0,33
								94,120	45,69	-0,20	-0,22
								94,140	45,28	-0,21	-0,21
								94,160	44,87	-0,21	-0,32
								94,180	44,44	-0,22	-0,34
								94,200	43,99	-0,22	-2,74E-4
								94,220	43,54	-0,22	0,01
								94,240	43,12	-0,22	-0,23
								94,260	42,65	-0,23	-0,01
								94,280	42,20	-0,22	0,11
								94,300	41,75	-0,22	-0,01
								94,320	41,31	-0,22	0,11
								94,340	40,86	-0,22	0,12
								94,360	40,43	-0,22	-0,12
								94,380	39,98	-0,22	0,09
								94,400	39,53	-0,22	0,44
								94,420	39,12	-0,21	0,22
								94,440	38,71	-0,21	0,10
								94,460	38,29	-0,20	0,32
								94,480	37,90	-0,19	0,43
								94,500	37,52	-0,19	0,43
								94,520	37,15	-0,18	0,44
								94,540	36,81	-0,17	0,32
								94,560	36,48	-0,16	0,31
								94,580	36,15	-0,16	0,54
								94,600	35,86	-0,14	0,54
								94,620	35,58	-0,13	0,43
								94,640	35,32	-0,13	0,54
								94,660	35,08	-0,11	0,54
								94,680	34,87	-0,10	0,53
								94,700	34,67	-0,09	0,65
								94,720	34,51	-0,08	0,54
								94,740	34,35	-0,07	0,54
								94,760	34,23	-0,06	0,42
								94,780	34,13	-0,05	0,52
								94,800	34,02	-0,04	0,98
								94,820	33,99	-0,01	0,77
								94,840	33,97	0,00	0,43
								94,860	33,97	0,00	0,42
								94,880	33,99	0,01	0,53
								94,900	34,02	0,03	0,64
								94,920	34,09	0,04	0,65
								94,940	34,17	0,05	0,54
								94,960	34,29	0,06	0,42
								94,980	34,41	0,07	0,64
								95,000	34,56	0,09	0,66
								95,020	34,75	0,09	0,43
								95,040	34,94	0,10	0,43
								95,060	35,16	0,11	0,42
								95,080	35,38	0,12	0,54
								95,100	35,64	0,13	0,43
								95,120	35,92	0,14	0,32
								95,140	36,19	0,15	0,44
								95,160	36,50	0,15	0,32
								95,180	36,81	0,16	0,32
								95,200	37,13	0,17	0,33
								95,220	37,48	0,17	0,21
								95,240	37,82	0,18	0,21
								95,260	38,18	0,18	0,21
								95,280	38,54	0,18	0,22
								95,300	38,92	0,19	0,11
								95,320	39,30	0,19	-0,01
								95,340	39,68	0,19	0,11
								95,360	40,05	0,19	0,12
								95,380	40,45	0,19	-0,11
								95,400	40,83	0,19	-0,01
								95,420	41,20	0,19	0,12
								95,440	41,60	0,19	-0,10
								95,460	41,98	0,19	-0,22
								95,480	42,36	0,18	-0,11
								95,500	42,72	0,19	-0,10
								95,520	43,10	0,18	-0,21
								95,540	43,44	0,18	-0,21
								95,560	43,80	0,17	-0,21
								95,580	44,13	0,17	-0,21
								95,600	44,48	0,16	-0,32
								95,620	44,79	0,16	-0,44
								95,640	45,10	0,15	-0,33
								95,660	45,37	0,14	-0,20
								95,680	45,67	0,14	-0,42
								95,700	45,93	0,13	-0,55
								95,720	46,17	0,12	-0,32
								95,740	46,39	0,11	-0,31
								95,760	46,62	0,10	-0,43
								95,780	46,81	0,10	-0,43
								95,800	47,00	0,09	-0,43
								95,820	47,15	0,08	-0,42
								95,840	47,31	0,07	-0,54
								95,860	47,43	0,06	-0,54
								95,880	47,53	0,05	-0,42
								95,900	47,62	0,04	-0,54
								95,920	47,69	0,03	-0,54
								95,940	47,73	0,02	-0,43
								95,960	47,76	0,01	-0,43
								95,980	47,76	5,97E-4	-0,42
								96,000	47,77	-0,01	-0,54
								96,020	47,73	-0,02	-0,55
								96,040	47,68	-0,03	-0,44
								96,060	47,62	-0,04	-0,32
								96,080	47,53	-0,04	-0,31
								96,100	47,45	-0,05	-0,54
								96,120	47,33	-0,06	-0,55
								96,140	47,19	-0,07	-0,44
								96,160	47,04	-0,08	-0,22
								96,180	46,86	-0,08	-0,19
								96,200	46,71	-0,09	-0,55
								96,220	46,51	-0,10	-0,33
								96,240	46,30	-0,10	-0,21
								96,260	46,09	-0,11	-0,33
								96,280	45,85	-0,12	-0,21
								96,300	45,63	-0,12	-0,33
								96,320	45,37	-0,13	-0,22
								96,340	45,12	-0,13	-0,10
								96,360	44,86	-0,13	-0,22
								96,380	44,58	-0,14	-0,11
								96,400	44,31	-0,14	-0,11
								96,420	44,03	-0,14	-0,11
								96,440	43,74	-0,14	0,01
								96,460	43,47	-0,14	-0,11
								96,480	43,17	-0,15	-0,11
								96,500	42,88	-0,15	-0,01
								96,520	42,59	-0,15	0,11
								96,540	42,29	-0,14	0,11
								96,560	42,02	-0,14	-0,01
								96,580	41,73	-0,14	0,11
								96,600	41,45	-0,14	0,11
								96,620	41,18	-0,14	0,10
								96,640	40,90	-0,13	0,22
								96,660	40,64	-0,13	0,11
								96,680	40,38	-0,13	0,10
								96,700	40,12	-0,13	0,33
								96,720	39,88	-0,12	0,22
								96,740	39,66	-0,12	0,10
								96,760	39,42	-0,11	0,32
								96,780	39,21	-0,10	0,32
								96,800	39,00	-0,10	0,32
								96,820	38,81	-0,09	0,33
								96,840	38,64	-0,09	0,22
								96,860	38,47	-0,08	0,21
								96,880	38,31	-0,08	0,32
								96,900	38,16	-0,07	0,44
								96,920	38,04	-0,06	0,33
								96,940	37,91	-0,06	0,22
								96,960	37,81	-0,05	0,20
								96,980	37,71	-0,05	0,42
								97,000	37,62	-0,03	0,55
								97,020	37,57	-0,03	0,33
								97,040	37,52	-0,02	0,22
								97,060	37,48	-0,02	0,21
								97,080	37,45	-0,01	0,32
								97,100	37,43	0,00	0,44
								97,120	37,43	0,00	0,33
								97,140	37,44	0,01	0,21
								97,160	37,46	0,01	0,32
								97,180	37,49	0,02	0,33
								97,200	37,54	0,03	0,21
								97,220	37,60	0,03	0,32
								97,240	37,66	0,04	0,33
								97,260	37,75	0,04	0,21
								97,280	37,83	0,05	0,21
								97,300	37,94	0,05	0,21
								97,320	38,04	0,06	0,22
								97,340	38,16	0,06	0,11
								97,360	38,28	0,06	0,10
								97,380	38,40	0,06	0,21
								97,400	38,54	0,07	0,21
								97,420	38,67	0,07	0,22
								97,440	38,83	0,08	0,11
								97,460	38,98	0,08	-0,01
								97,480	39,14	0,08	0,10
								97,500	39,29	0,08	0,23
								97,520	39,46	0,09	0,01
								97,540	39,64	0,08	-0,11
								97,560	39,79	0,08	-0,01
								97,580	39,96	0,08	0,11
								97,600	40,12	0,09	0,12
								97,620	40,31	0,09	-0,11
								97,640	40,46	0,08	1,08E-4
								97,660	40,63	0,09	0,01
								97,680	40,81	0,08	-0,22
								97,700	40,96	0,08	-0,11
								97,720	41,12	0,08	-1,37E-12
								97,740	41,27	0,08	1,44E-12
								97,760	41,43	0,08	0,01
								97,780	41,58	0,08	-0,10
								97,800	41,74	0,07	-0,22
								97,820	41,87	0,07	-0,11
								97,840	42,01	0,07	-0,10
								97,860	42,15	0,06	-0,22
								97,880	42,27	0,06	-0,11
								97,900	42,39	0,06	-0,10
								97,920	42,51	0,06	-0,22
								97,940	42,62	0,05	-0,11
								97,960	42,72	0,05	-0,10
								97,980	42,82	0,05	-0,21
								98,000	42,91	0,04	-0,21
								98,020	43,00	0,04	-0,22
								98,040	43,06	0,03	-0,11
								98,060	43,13	0,03	0,01
								98,080	43,20	0,03	-0,09
								98,100	43,27	0,03	-0,32
								98,120	43,32	0,02	-0,34
								98,140	43,36	0,02	-0,11
								98,160	43,39	0,02	0,01
								98,180	43,43	0,02	-0,10
								98,200	43,46	0,01	-0,21
								98,220	43,48	0,01	-0,22
								98,240	43,50	0,00	-0,11
								98,260	43,50	0,00	0,01
								98,280	43,52	0,00	-0,10
								98,300	43,52	2,72E-4	-0,21
								98,320	43,52	0,00	-0,23
								98,340	43,50	-0,01	-5,04E-6
								98,360	43,48	0,00	0,01
								98,380	43,48	-0,01	-0,23
								98,400	43,45	-0,01	-1,04E-5
								98,420	43,43	-0,01	0,01
								98,440	43,41	-0,01	-0,23
								98,460	43,38	-0,02	-1,58E-5
								98,480	43,35	-0,01	0,01
								98,500	43,33	-0,02	-0,23
								98,520	43,28	-0,02	-0,01
