FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2
Frequenzwerte für Winkel (Hz)	Frequenzwerte für Winkel (Hz)	Winkel-Werte (rad)	Winkel-Werte (rad)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
				244,700	99,87	99,76	0,11	0,039	-0,942	-395,645	9,3750E-4	-0,022	-9,445	24,6											
				244,720				-0,061	-8,836	-359,320	-0,0015	-0,211	-8,578												
				244,740				-0,314	-15,315	-255,255	-0,0075	-0,366	-6,094												
				244,750	98,75	99,76	-1,00																		
				244,760				-0,674	-19,046	-107,992	-0,0161	-0,455	-2,578												
				244,780				-1,076	-19,635	48,106	-0,0257	-0,469	1,148												
				244,800	98,28	99,76	-1,47	-1,459	-17,122	189,477	-0,0348	-0,409	4,523	24,6											
				244,820				-1,761	-12,056	287,652	-0,0420	-0,288	6,867												
				244,840				-1,942	-5,616	338,703	-0,0463	-0,134	8,086												
				244,850	99,12	99,76	-0,64																		
				244,860				-1,985	1,492	353,429	-0,0474	0,036	8,437												
				244,880				-1,882	8,522	323,977	-0,0449	0,203	7,734												
				244,900	99,88	99,76	0,12	-1,645	14,451	247,401	-0,0393	0,345	5,906	24,6											
				244,920				-1,304	18,418	130,573	-0,0311	0,440	3,117												
				244,940				-0,908	19,674	-16,690	-0,0217	0,470	-0,398												
				244,950	101,27	99,76	1,51																		
				244,960				-0,517	17,750	-169,842	-0,0123	0,424	-4,055												
				244,980				-0,198	12,881	-298,452	-0,0047	0,307	-7,125												
				245,000	100,45	99,76	0,69	-0,002	5,812	-379,937	-3,7500E-5	0,139	-9,070	24,6											
				245,020				0,035	-2,317	-397,608	8,2500E-4	-0,055	-9,492												
				245,040				-0,094	-10,092	-345,575	-0,0022	-0,241	-8,250												
				245,050	99,17	99,76	-0,59																		
				245,060				-0,369	-16,140	-230,711	-0,0088	-0,385	-5,508												
				245,080				-0,740	-19,321	-80,503	-0,0177	-0,461	-1,922												
				245,100	98,39	99,76	-1,37	-1,142	-19,360	72,649	-0,0273	-0,462	1,734	24,6											
				245,120				-1,514	-16,415	206,167	-0,0361	-0,392	4,922												
				245,140				-1,799	-11,113	297,470	-0,0429	-0,265	7,102												
				245,150	98,74	99,76	-1,03																		
				245,160				-1,959	-4,516	342,630	-0,0468	-0,108	8,180												
				245,180				-1,979	2,592	349,502	-0,0472	0,062	8,344												
				245,200	99,60	99,76	-0,16	-1,855	9,464	313,178	-0,0443	0,226	7,477	24,6											
				245,220				-1,601	15,119	229,729	-0,0382	0,361	5,484												
				245,240				-1,250	18,653	108,974	-0,0298	0,445	2,602												
				245,250	100,90	99,76	1,14																		
				245,260				-0,855	19,478	-34,361	-0,0204	0,465	-0,820												
				245,280				-0,471	17,279	-186,532	-0,0112	0,413	-4,453												
				245,300	101,02	99,76	1,26	-0,163	12,017	-312,196	-0,0039	0,287	-7,453	24,6											
				245,320				0,009	4,791	-381,900	2,2500E-4	0,114	-9,117												
				245,340				0,028	-3,259	-395,645	6,7500E-4	-0,078	-9,445												
				245,350	99,53	99,76	-0,23																		
				245,360				-0,121	-11,035	-337,721	-0,0029	-0,263	-8,062												
				245,380				-0,413	-16,768	-214,021	-0,0099	-0,400	-5,109												
				245,400	98,62	99,76	-1,14	-0,792	-19,596	-58,905	-0,0189	-0,468	-1,406	24,6											
				245,420				-1,197	-19,124	96,211	-0,0286	-0,457	2,297												
				245,440				-1,557	-15,747	220,893	-0,0372	-0,376	5,273												
				245,450	98,43	99,76	-1,33																		
				245,460				-1,827	-10,289	303,360	-0,0436	-0,246	7,242												
				245,480				-1,968	-3,613	345,575	-0,0470	-0,086	8,250												
				245,500	99,25	99,76	-0,51	-1,971	3,534	348,521	-0,0471	0,084	8,320	24,6											
				245,520				-1,827	10,328	303,360	-0,0436	0,247	7,242												
				245,540				-1,558	15,669	215,003	-0,0372	0,374	5,133												
				245,550	100,42	99,76	0,65																		
				245,560				-1,200	18,928	93,266	-0,0286	0,452	2,227												
				245,580				-0,801	19,399	-54,978	-0,0191	0,463	-1,312												
				245,600	101,27	99,76	1,51	-0,424	16,729	-206,167	-0,0101	0,399	-4,922	24,6											
				245,620				-0,132	11,153	-323,977	-0,0031	0,266	-7,734												
				245,640				0,022	3,770	-386,809	5,2500E-4	0,090	-9,234												
				245,650	99,84	99,76	0,08																		
				245,660				0,019	-4,320	-389,754	4,5000E-4	-0,103	-9,305												
				245,680				-0,151	-11,820	-324,959	-0,0036	-0,282	-7,758												
				245,700	99,04	99,76	-0,72	-0,454	-17,318	-198,313	-0,0108	-0,413	-4,734	24,6											
				245,720				-0,844	-19,753	-38,288	-0,0201	-0,472	-0,914												
				245,740				-1,244	-18,850	113,883	-0,0297	-0,450	2,719												
				245,750	98,28	99,76	-1,48																		
				245,760				-1,598	-15,197	234,638	-0,0381	-0,363	5,602												
				245,780				-1,852	-9,464	312,196	-0,0442	-0,226	7,453												
				245,800	98,83	99,76	-0,93	-1,976	-2,710	348,521	-0,0472	-0,065	8,320	24,6											
				245,820				-1,960	4,477	346,557	-0,0468	0,107	8,273												
				245,840				-1,797	11,153	295,506	-0,0429	0,266	7,055												
				245,850	99,90	99,76	0,14																		
				245,860				-1,514	16,297	201,258	-0,0361	0,389	4,805												
				245,880				-1,145	19,203	71,668	-0,0273	0,458	1,711												
				245,900	101,10	99,76	1,34	-0,746	19,164	-78,540	-0,0178	0,457	-1,875	24,6											
				245,920				-0,379	16,061	-223,839	-0,0090	0,383	-5,344												
				245,940				-0,104	10,210	-332,813	-0,0025	0,244	-7,945												
				245,950	100,43	99,76	0,66																		
				245,960				0,030	2,749	-388,772	7,1250E-4	0,066	-9,281												
				245,980				0,006	-5,341	-387,791	1,5000E-4	-0,128	-9,258												
				246,000	99,16	99,76	-0,60	-0,184	-12,763	-311,214	-0,0044	-0,305	-7,430	24,6											
				246,020				-0,504	-17,789	-175,733	-0,0120	-0,425	-4,195												
				246,040				-0,895	-19,792	-20,617	-0,0214	-0,472	-0,492												
				246,050	98,36	99,76	-1,40																		
				246,060				-1,296	-18,614	130,573	-0,0309	-0,444	3,117												
				246,080				-1,640	-14,569	252,309	-0,0391	-0,348	6,023												
				246,100	98,74	99,76	-1,02	-1,879	-8,522	322,995	-0,0448	-0,203	7,711	24,6											
				246,120				-1,981	-1,649	350,484	-0,0473	-0,039	8,367												
				246,140				-1,945	5,498	343,612	-0,0464	0,131	8,203												
				246,150	99,61	99,77	-0,16																		
				246,160				-1,761	12,095	287,652	-0,0420	0,289	6,867												
				246,180				-1,461	17,004	186,532	-0,0349	0,406	4,453												
				246,200	100,95	99,76	1,20	-1,081	19,556	48,106	-0,0258	0,467	1,148	24,6											
				246,220				-0,679	18,928	-107,992	-0,0162	0,452	-2,578												
				246,240				-0,324	15,237	-247,401	-0,0077	0,364	-5,906												
				246,250	100,96	99,76	1,20																		
				246,260				-0,069	9,032	-348,521	-0,0016	0,216	-8,320												
				246,280				0,038	1,296	-393,681	9,0000E-4	0,031	-9,398												
				246,300	99,52	99,76	-0,25	-0,017	-6,715	-374,046	-4,1250E-4	-0,160	-8,930	24,6											
				246,320				-0,231	-13,666	-286,671	-0,0055	-0,326	-6,844												
				246,340				-0,564	-18,182	-151,189	-0,0135	-0,434	-3,609												
				246,350	98,61	99,76	-1,15																		
				246,360				-0,958	-19,714	1,963	-0,0229	-0,471	0,047												
				246,380				-1,352	-18,103	149,226	-0,0323	-0,432	3,563												
				246,400	98,44	99,76	-1,32	-1,682	-13,744	263,109	-0,0402	-0,328	6,281	24,6											
				246,420				-1,902	-7,579	326,922	-0,0454	-0,181	7,805												
				246,440				-1,985	-0,668	347,539	-0,0474	-0,016	8,297												
				246,450	99,27	99,76	-0,49																		
				246,460				-1,929	6,322	334,776	-0,0460	0,151	7,992												
				246,480				-1,733	12,723	277,835	-0,0414	0,304	6,633												
				246,500	100,45	99,76	0,69	-1,420	17,436	170,824	-0,0339	0,416	4,078	24,6											
				246,520				-1,035	19,556	30,434	-0,0247	0,467	0,727												
				246,540				-0,638	18,653	-120,755	-0,0152	0,445	-2,883												
				246,550	101,27	99,76	1,51																		
				246,560				-0,289	14,726	-261,145	-0,0069	0,352	-6,234												
				246,580				-0,049	8,207	-359,320	-0,0012	0,196	-8,578												
				246,600	99,81	99,76	0,04	0,039	0,353	-396,626	9,3750E-4	0,008	-9,469	24,6											
				246,620				-0,035	-7,658	-371,101	-8,2500E-4	-0,183	-8,859												
				246,640				-0,267	-14,491	-274,890	-0,0064	-0,346	-6,563												
				246,650	99,01	99,76	-0,75																		
				246,660				-0,614	-18,653	-132,536	-0,0147	-0,445	-3,164												
				246,680				-1,013	-19,792	24,544	-0,0242	-0,472	0,586												
				246,700	98,30	99,76	-1,46	-1,406	-17,671	172,788	-0,0336	-0,422	4,125	24,6											
				246,720				-1,720	-12,881	275,871	-0,0411	-0,307	6,586												
				246,740				-1,921	-6,637	328,886	-0,0459	-0,158	7,852												
				246,750	98,86	99,76	-0,89																		
				246,760				-1,985	0,275	347,539	-0,0474	0,007	8,297												
				246,780				-1,910	7,265	331,831	-0,0456	0,173	7,922												
				246,800	99,92	99,76	0,17	-1,695	13,548	265,072	-0,0405	0,323	6,328	24,6											
				246,820				-1,368	17,868	151,189	-0,0327	0,427	3,609												
				246,840				-0,980	19,596	10,799	-0,0234	0,468	0,258												
				246,850	101,15	99,76	1,39																		
				246,860				-0,584	18,300	-141,372	-0,0139	0,437	-3,375												
				246,880				-0,248	13,941	-276,853	-0,0059	0,333	-6,609												
				246,900	100,39	99,76	0,63	-0,027	7,226	-368,156	-6,3750E-4	0,173	-8,789	24,6											
				246,920				0,041	-0,785	-400,553	9,7500E-4	-0,019	-9,563												
				246,940				-0,058	-8,796	-361,283	-0,0014	-0,210	-8,625												
				246,950	99,43	99,76	-0,33																		
				246,960				-0,311	-15,237	-256,236	-0,0074	-0,364	-6,117												
				246,980				-0,668	-19,046	-111,919	-0,0159	-0,455	-2,672												
				247,000	98,34	99,76	-1,42	-1,073	-19,714	48,106	-0,0256	-0,471	1,148	24,6											
				247,020				-1,456	-17,122	189,477	-0,0348	-0,409	4,523												
				247,040				-1,758	-12,134	285,689	-0,0420	-0,290	6,820												
				247,050	98,53	99,76	-1,23																		
				247,060				-1,942	-5,694	338,703	-0,0463	-0,136	8,086												
				247,080				-1,985	1,414	352,448	-0,0474	0,034	8,414												
				247,100	99,62	99,76	-0,14	-1,885	8,404	322,013	-0,0450	0,201	7,687	24,6											
				247,120				-1,649	14,294	245,437	-0,0394	0,341	5,859												
				247,140				-1,313	18,221	131,554	-0,0313	0,435	3,141												
				247,150	100,62	99,76	0,86																		
				247,160				-0,920	19,556	-10,799	-0,0220	0,467	-0,258												
				247,180				-0,531	17,789	-161,988	-0,0127	0,425	-3,867												
				247,200	100,95	99,76	1,19	-0,209	13,077	-290,598	-0,0050	0,312	-6,937	24,6											
				247,220				-0,008	6,165	-374,046	-1,8750E-4	0,147	-8,930												
				247,240				0,038	-1,885	-397,608	9,0000E-4	-0,045	-9,492												
				247,250	99,69	99,76	-0,07																		
				247,260				-0,083	-9,739	-351,466	-0,0020	-0,233	-8,391												
				247,280				-0,352	-15,944	-240,528	-0,0084	-0,381	-5,742												
				247,300	98,58	99,76	-1,18	-0,721	-19,360	-89,339	-0,0172	-0,462	-2,133	24,6											
				247,320				-1,126	-19,517	68,722	-0,0269	-0,466	1,641												
				247,340				-1,502	-16,611	204,204	-0,0358	-0,397	4,875												
				247,350	98,31	99,76	-1,45																		
				247,360				-1,791	-11,349	297,470	-0,0427	-0,271	7,102												
				247,380				-1,956	-4,712	344,594	-0,0467	-0,112	8,227												
				247,400	99,31	99,76	-0,45	-1,979	2,435	350,484	-0,0472	0,058	8,367	24,6											
				247,420				-1,858	9,307	315,141	-0,0444	0,222	7,523												
				247,440				-1,607	15,040	232,674	-0,0384	0,359	5,555												
				247,450	100,07	99,76	0,31																		
				247,460				-1,257	18,614	109,956	-0,0300	0,444	2,625												
				247,480				-0,862	19,439	-32,398	-0,0206	0,464	-0,773												
				247,500	101,26	99,76	1,49	-0,479	17,318	-181,623	-0,0114	0,413	-4,336	24,6											
				247,520				-0,170	12,174	-307,287	-0,0040	0,291	-7,336												
				247,540				0,008	5,027	-379,937	1,8750E-4	0,120	-9,070												
				247,550	100,20	99,76	0,44																		
				247,560				0,031	-3,024	-394,663	7,5000E-4	-0,072	-9,422												
				247,580				-0,113	-10,760	-338,703	-0,0027	-0,257	-8,086												
				247,600	98,98	99,76	-0,78	-0,399	-16,572	-216,966	-0,0095	-0,396	-5,180	24,6											
				247,620				-0,776	-19,439	-65,777	-0,0185	-0,464	-1,570												
				247,640				-1,177	-19,203	85,412	-0,0281	-0,458	2,039												
				247,650	98,29	99,76	-1,47																		
				247,660				-1,544	-16,022	215,985	-0,0369	-0,382	5,156												
				247,680				-1,817	-10,564	303,360	-0,0434	-0,252	7,242												
				247,700	98,88	99,76	-0,88	-1,967	-3,888	347,539	-0,0469	-0,093	8,297	24,6											
				247,720				-1,973	3,338	351,466	-0,0471	0,080	8,391												
				247,740				-1,833	10,171	308,269	-0,0438	0,243	7,359												
				247,750	99,96	99,76	0,20																		
				247,760				-1,566	15,669	218,930	-0,0374	0,374	5,227												
				247,780				-1,206	18,928	93,266	-0,0288	0,452	2,227												
				247,800	101,17	99,76	1,40	-0,809	19,399	-53,996	-0,0193	0,463	-1,289	24,6											
				247,820				-0,430	16,768	-203,222	-0,0103	0,400	-4,852												
				247,840				-0,138	11,270	-320,050	-0,0033	0,269	-7,641												
				247,850	100,35	99,76	0,59																		
				247,860				0,020	3,966	-384,845	4,8750E-4	0,095	-9,187												
				247,880				0,020	-4,123	-390,736	4,8750E-4	-0,098	-9,328												
				247,900	99,42	99,76	-0,35	-0,145	-11,663	-324,959	-0,0034	-0,278	-7,758	24,6											
				247,920				-0,446	-17,122	-198,313	-0,0106	-0,409	-4,734												
				247,940				-0,829	-19,596	-45,160	-0,0198	-0,468	-1,078												
				247,950	98,32	99,76	-1,43																		
				247,960				-1,230	-18,928	105,047	-0,0294	-0,452	2,508												
				247,980				-1,587	-15,394	230,711	-0,0379	-0,368	5,508												
				248,000	98,53	99,76	-1,23	-1,846	-9,700	312,196	-0,0441	-0,232	7,453	24,6											
				248,020				-1,974	-2,906	348,521	-0,0471	-0,069	8,320												
				248,040				-1,962	4,241	346,557	-0,0468	0,101	8,273												
				248,050	99,63	99,76	-0,13																		
				248,060				-1,805	10,956	300,415	-0,0431	0,262	7,172												
				248,080				-1,524	16,258	208,131	-0,0364	0,388	4,969												
				248,100	100,67	99,76	0,91	-1,155	19,282	75,595	-0,0276	0,460	1,805	24,6											
				248,120				-0,752	19,282	-77,558	-0,0180	0,460	-1,852												
				248,140				-0,383	16,179	-223,839	-0,0091	0,386	-5,344												
				248,150	100,93	99,76	1,17																		
				248,160				-0,105	10,328	-334,776	-0,0025	0,247	-7,992												
				248,180				0,030	2,788	-390,736	7,1250E-4	0,067	-9,328												
				248,200	99,67	99,76	-0,09	0,006	-5,301	-384,845	1,5000E-4	-0,127	-9,188	24,6											
				248,220				-0,182	-12,606	-308,269	-0,0043	-0,301	-7,359												
				248,240				-0,498	-17,632	-176,715	-0,0119	-0,421	-4,219												
				248,250	98,58	99,76	-1,19																		
				248,260				-0,888	-19,674	-22,580	-0,0212	-0,470	-0,539												
				248,280				-1,285	-18,535	125,664	-0,0307	-0,442	3,000												
				248,300	98,34	99,76	-1,43	-1,629	-14,648	244,455	-0,0389	-0,350	5,836	24,6											
				248,320				-1,871	-8,757	316,123	-0,0447	-0,209	7,547												
				248,340				-1,979	-2,003	344,594	-0,0472	-0,048	8,227												
				248,350	99,31	99,76	-0,45																		
				248,360				-1,951	5,027	340,667	-0,0466	0,120	8,133												
				248,380				-1,778	11,624	290,598	-0,0424	0,277	6,937												
				248,400	100,08	99,76	0,32	-1,486	16,650	192,423	-0,0355	0,397	4,594	24,6											
				248,420				-1,112	19,321	58,905	-0,0265	0,461	1,406												
				248,440				-0,713	19,007	-91,303	-0,0170	0,454	-2,180												
				248,450	101,26	99,76	1,49																		
				248,460				-0,352	15,669	-233,656	-0,0084	0,374	-5,578												
				248,480				-0,086	9,660	-340,667	-0,0021	0,231	-8,133												
				248,500	100,19	99,76	0,42	0,035	2,042	-393,681	8,2500E-4	0,049	-9,398	24,6											
				248,520				-0,005	-6,087	-382,882	-1,1250E-4	-0,145	-9,141												
				248,540				-0,209	-13,273	-298,452	-0,0050	-0,317	-7,125												
				248,550	98,97	99,76	-0,79																		
				248,560				-0,536	-18,025	-161,988	-0,0128	-0,430	-3,867												
				248,580				-0,930	-19,753	-7,854	-0,0222	-0,472	-0,187												
				248,600	98,30	99,76	-1,46	-1,326	-18,339	140,390	-0,0316	-0,438	3,352	24,6											
				248,620				-1,663	-14,137	258,200	-0,0397	-0,337	6,164												
				248,640				-1,891	-8,011	324,959	-0,0451	-0,191	7,758												
				248,650	98,89	99,76	-0,87																		
				248,660				-1,984	-1,139	348,521	-0,0474	-0,027	8,320												
				248,680				-1,937	5,930	339,685	-0,0462	0,142	8,109												
				248,700	99,67	99,77	-0,10	-1,747	12,449	280,780	-0,0417	0,297	6,703	24,6											
				248,720				-1,439	17,161	174,751	-0,0343	0,410	4,172												
				248,740				-1,060	19,439	41,233	-0,0253	0,464	0,984												
				248,750	101,18	99,76	1,42																		
				248,760				-0,661	18,810	-109,956	-0,0158	0,449	-2,625												
				248,780				-0,308	15,040	-254,273	-0,0073	0,359	-6,070												
				248,800	100,80	99,76	1,04	-0,060	8,639	-353,429	-0,0014	0,206	-8,437	24,6											
				248,820				0,038	0,903	-393,681	9,0000E-4	0,022	-9,398												
				248,840				-0,024	-7,108	-374,046	-5,6250E-4	-0,170	-8,930												
				248,850	99,40	99,76	-0,36																		
				248,860				-0,247	-14,059	-283,725	-0,0059	-0,336	-6,773												
				248,880				-0,586	-18,457	-144,317	-0,0140	-0,441	-3,445												
				248,900	98,49	99,76	-1,27	-0,985	-19,831	12,763	-0,0235	-0,473	0,305	24,6											
				248,920				-1,379	-17,946	162,970	-0,0329	-0,428	3,891												
				248,940				-1,703	-13,313	271,944	-0,0406	-0,318	6,492												
				248,950	98,55	99,76	-1,21																		
				248,960				-1,912	-7,069	328,886	-0,0456	-0,169	7,852												
				248,980				-1,985	-0,157	348,521	-0,0474	-0,004	8,320												
				249,000	99,42	99,76	-0,34	-1,918	6,872	332,813	-0,0458	0,164	7,945	24,6											
				249,020				-1,711	13,155	268,017	-0,0408	0,314	6,398												
				249,040				-1,392	17,593	159,043	-0,0332	0,420	3,797												
				249,050	100,67	99,76	0,90																		
